,Pos,Age,Starts,Player,urls,scouting_url,match_logs,position_group
12,"DF,MF",19.0,15,Soungoutou Magassa,https://fbref.com/en/players/dfc5d4fa/Soungoutou-Magassa,https://fbref.com/en/players/dfc5d4fa/scout/365_m1/Soungoutou-Magassa-Scouting-Report,https://fbref.com/en/players/dfc5d4fa/matchlogs/2022-2023/summary/Soungoutou-Magassa-Match-Logs,Defender
13,DF,26.0,15,Thilo Kehrer,https://fbref.com/en/players/51dbeea9/Thilo-Kehrer,https://fbref.com/en/players/51dbeea9/scout/365_m1/Thilo-Kehrer-Scouting-Report,https://fbref.com/en/players/51dbeea9/matchlogs/2022-2023/summary/Thilo-Kehrer-Match-Logs,Defender
14,MF,23.0,14,Mohamed Camara,https://fbref.com/en/players/489e80e3/Mohamed-Camara,https://fbref.com/en/players/489e80e3/scout/365_m1/Mohamed-Camara-Scouting-Report,https://fbref.com/en/players/489e80e3/matchlogs/2022-2023/summary/Mohamed-Camara-Match-Logs,Central Midfielders
15,"DF,FW",24.0,12,Krepin Diatta,https://fbref.com/en/players/8104e41e/Krepin-Diatta,https://fbref.com/en/players/8104e41e/scout/365_m1/Krepin-Diatta-Scouting-Report,https://fbref.com/en/players/8104e41e/matchlogs/2022-2023/summary/Krepin-Diatta-Match-Logs,Wing-Back
16,GK,23.0,12,Radoslaw Majecki,https://fbref.com/en/players/20de219a/Radoslaw-Majecki,https://fbref.com/en/players/20de219a/scout/365_m1/Radoslaw-Majecki-Scouting-Report,https://fbref.com/en/players/20de219a/matchlogs/2022-2023/summary/Radoslaw-Majecki-Match-Logs,GK
17,DF,24.0,11,Mohammed Salisu,https://fbref.com/en/players/0b33f6ad/Mohammed-Salisu,https://fbref.com/en/players/0b33f6ad/scout/365_m1/Mohammed-Salisu-Scouting-Report,https://fbref.com/en/players/0b33f6ad/matchlogs/2022-2023/summary/Mohammed-Salisu-Match-Logs,Defender
18,"DF,FW",18.0,7,Kassoum Ouattara,https://fbref.com/en/players/6620c21a/Kassoum-Ouattara,https://fbref.com/en/players/6620c21a/scout/365_m1/Kassoum-Ouattara-Scouting-Report,https://fbref.com/en/players/6620c21a/matchlogs/2022-2023/summary/Kassoum-Ouattara-Match-Logs,Wing-Back
19,DF,26.0,7,Caio Henrique Oliveira Silva,https://fbref.com/en/players/30af8b93/Caio-Henrique-Oliveira-Silva,https://fbref.com/en/players/30af8b93/scout/365_m1/Caio-Henrique-Oliveira-Silva-Scouting-Report,https://fbref.com/en/players/30af8b93/matchlogs/2022-2023/summary/Caio-Henrique-Oliveira-Silva-Match-Logs,Defender
20,"MF,FW",18.0,4,Eliesse Ben Seghir,https://fbref.com/en/players/3bd65247/Eliesse-Ben-Seghir,https://fbref.com/en/players/3bd65247/scout/365_m1/Eliesse-Ben-Seghir-Scouting-Report,https://fbref.com/en/players/3bd65247/matchlogs/2022-2023/summary/Eliesse-Ben-Seghir-Match-Logs,Attacking Midfielders
21,DF,21.0,3,Chrislain Matsima,https://fbref.com/en/players/cf1ef7ec/Chrislain-Matsima,https://fbref.com/en/players/cf1ef7ec/scout/365_m1/Chrislain-Matsima-Scouting-Report,https://fbref.com/en/players/cf1ef7ec/matchlogs/2022-2023/summary/Chrislain-Matsima-Match-Logs,Defender
22,FW,26.0,2,Breel Embolo,https://fbref.com/en/players/0b4f388a/Breel-Embolo,https://fbref.com/en/players/0b4f388a/scout/365_m1/Breel-Embolo-Scouting-Report,https://fbref.com/en/players/0b4f388a/matchlogs/2022-2023/summary/Breel-Embolo-Match-Logs,Forwards
23,MF,19.0,1,Mamadou Coulibaly,https://fbref.com/en/players/dacf856a/Mamadou-Coulibaly,https://fbref.com/en/players/dacf856a/scout/365_m1/Mamadou-Coulibaly-Scouting-Report,https://fbref.com/en/players/dacf856a/matchlogs/2022-2023/summary/Mamadou-Coulibaly-Match-Logs,Central Midfielders
24,"MF,DF",18.0,0,Edan Diop,https://fbref.com/en/players/37143438/Edan-Diop,https://fbref.com/en/players/37143438/scout/365_m1/Edan-Diop-Scouting-Report,https://fbref.com/en/players/37143438/matchlogs/2022-2023/summary/Edan-Diop-Match-Logs,Defensive-Midfielders
25,MF,21.0,0,Eliot Matazo,https://fbref.com/en/players/15944afd/Eliot-Matazo,https://fbref.com/en/players/15944afd/scout/365_m1/Eliot-Matazo-Scouting-Report,https://fbref.com/en/players/15944afd/matchlogs/2022-2023/summary/Eliot-Matazo-Match-Logs,Central Midfielders
26,FW,22.0,0,Myron Boadu,https://fbref.com/en/players/5b479568/Myron-Boadu,https://fbref.com/en/players/5b479568/scout/365_m1/Myron-Boadu-Scouting-Report,https://fbref.com/en/players/5b479568/matchlogs/2022-2023/summary/Myron-Boadu-Match-Logs,Forwards
27,MF,17.0,0,Saimon Bouabre,https://fbref.com/en/players/f40e77d9/Saimon-Bouabre,https://fbref.com/en/players/f40e77d9/scout/365_m1/Saimon-Bouabre-Scouting-Report,https://fbref.com/en/players/f40e77d9/matchlogs/2022-2023/summary/Saimon-Bouabre-Match-Logs,Central Midfielders
28,DF,19.0,0,Antonin Cartillier,https://fbref.com/en/players/c4a71372/Antonin-Cartillier,https://fbref.com/en/players/c4a71372/scout/365_m1/Antonin-Cartillier-Scouting-Report,https://fbref.com/en/players/c4a71372/matchlogs/2022-2023/summary/Antonin-Cartillier-Match-Logs,Defender
29,FW,18.0,0,Lucas Michal,https://fbref.com/en/players/0c7b1c91/Lucas-Michal,https://fbref.com/en/players/0c7b1c91/scout/365_m1/Lucas-Michal-Scouting-Report,https://fbref.com/en/players/0c7b1c91/matchlogs/2022-2023/summary/Lucas-Michal-Match-Logs,Forwards
30,"DF,MF",30.0,0,Ruben Aguilar,https://fbref.com/en/players/3dd738a1/Ruben-Aguilar,https://fbref.com/en/players/3dd738a1/scout/365_m1/Ruben-Aguilar-Scouting-Report,https://fbref.com/en/players/3dd738a1/matchlogs/2022-2023/summary/Ruben-Aguilar-Match-Logs,Defender
31,FW,20.0,0,Nazim Babai,https://fbref.com/en/players/c36c7fa4/Nazim-Babai,https://fbref.com/en/players/c36c7fa4/scout/365_m1/Nazim-Babai-Scouting-Report,https://fbref.com/en/players/c36c7fa4/matchlogs/2022-2023/summary/Nazim-Babai-Match-Logs,Forwards
32,MF,18.0,0,Mayssam Benama,https://fbref.com/en/players/54636fe5/Mayssam-Benama,https://fbref.com/en/players/54636fe5/scout/365_m1/Mayssam-Benama-Scouting-Report,https://fbref.com/en/players/54636fe5/matchlogs/2022-2023/summary/Mayssam-Benama-Match-Logs,Central Midfielders
33,FW,19.0,0,Malamine Efekele,https://fbref.com/en/players/6d58781d/Malamine-Efekele,https://fbref.com/en/players/6d58781d/scout/365_m1/Malamine-Efekele-Scouting-Report,https://fbref.com/en/players/6d58781d/matchlogs/2022-2023/summary/Malamine-Efekele-Match-Logs,Forwards
34,MF,19.0,0,Felix Lemarechal,https://fbref.com/en/players/8ca9415f/Felix-Lemarechal,https://fbref.com/en/players/8ca9415f/scout/365_m1/Felix-Lemarechal-Scouting-Report,https://fbref.com/en/players/8ca9415f/matchlogs/2022-2023/summary/Felix-Lemarechal-Match-Logs,Central Midfielders
35,GK,20.0,0,Yann Lienard,https://fbref.com/en/players/5216036b/Yann-Lienard,https://fbref.com/en/players/5216036b/scout/365_m1/Yann-Lienard-Scouting-Report,https://fbref.com/en/players/5216036b/matchlogs/2022-2023/summary/Yann-Lienard-Match-Logs,GK
36,FW,20.0,0,Aurelien Platret,https://fbref.com/en/players/64cb41b0/Aurelien-Platret,https://fbref.com/en/players/64cb41b0/scout/365_m1/Aurelien-Platret-Scouting-Report,https://fbref.com/en/players/64cb41b0/matchlogs/2022-2023/summary/Aurelien-Platret-Match-Logs,Forwards
37,DF,18.0,0,Ritchy Valme,https://fbref.com/en/players/8fe5bcc3/Ritchy-Valme,https://fbref.com/en/players/8fe5bcc3/scout/365_m1/Ritchy-Valme-Scouting-Report,https://fbref.com/en/players/8fe5bcc3/matchlogs/2022-2023/summary/Ritchy-Valme-Match-Logs,Defender
38,"FW,MF",31.0,0,Kevin Volland,https://fbref.com/en/players/64f69877/Kevin-Volland,https://fbref.com/en/players/64f69877/scout/365_m1/Kevin-Volland-Scouting-Report,https://fbref.com/en/players/64f69877/matchlogs/2022-2023/summary/Kevin-Volland-Match-Logs,Attacking Midfielders
0,GK,28.0,33,Pau Lopez,https://fbref.com/en/players/20b9f052/Pau-Lopez,https://fbref.com/en/players/20b9f052/scout/365_m1/Pau-Lopez-Scouting-Report,https://fbref.com/en/players/20b9f052/matchlogs/2022-2023/summary/Pau-Lopez-Match-Logs,GK
1,FW,34.0,30,Pierre Emerick Aubameyang,https://fbref.com/en/players/d5dd5f1f/Pierre-Emerick-Aubameyang,https://fbref.com/en/players/d5dd5f1f/scout/365_m1/Pierre-Emerick-Aubameyang-Scouting-Report,https://fbref.com/en/players/d5dd5f1f/matchlogs/2022-2023/summary/Pierre-Emerick-Aubameyang-Match-Logs,Forwards
2,DF,24.0,26,Leonardo Balerdi,https://fbref.com/en/players/7c3ed041/Leonardo-Balerdi,https://fbref.com/en/players/7c3ed041/scout/365_m1/Leonardo-Balerdi-Scouting-Report,https://fbref.com/en/players/7c3ed041/matchlogs/2022-2023/summary/Leonardo-Balerdi-Match-Logs,Defender
3,DF,28.0,25,Chancel Mbemba,https://fbref.com/en/players/e76cb9cc/Chancel-Mbemba,https://fbref.com/en/players/e76cb9cc/scout/365_m1/Chancel-Mbemba-Scouting-Report,https://fbref.com/en/players/e76cb9cc/matchlogs/2022-2023/summary/Chancel-Mbemba-Match-Logs,Defender
4,DF,30.0,25,Jonathan Clauss,https://fbref.com/en/players/5219ab4a/Jonathan-Clauss,https://fbref.com/en/players/5219ab4a/scout/365_m1/Jonathan-Clauss-Scouting-Report,https://fbref.com/en/players/5219ab4a/matchlogs/2022-2023/summary/Jonathan-Clauss-Match-Logs,Defender
5,MF,30.0,24,Jordan Veretout,https://fbref.com/en/players/4a56052c/Jordan-Veretout,https://fbref.com/en/players/4a56052c/scout/365_m1/Jordan-Veretout-Scouting-Report,https://fbref.com/en/players/4a56052c/matchlogs/2022-2023/summary/Jordan-Veretout-Match-Logs,Central Midfielders
6,"MF,FW",26.0,21,Amine Harit,https://fbref.com/en/players/e7d59f4f/Amine-Harit,https://fbref.com/en/players/e7d59f4f/scout/365_m1/Amine-Harit-Scouting-Report,https://fbref.com/en/players/e7d59f4f/matchlogs/2022-2023/summary/Amine-Harit-Match-Logs,Attacking Midfielders
7,DF,29.0,20,Samuel Gigot,https://fbref.com/en/players/41eebdf5/Samuel-Gigot,https://fbref.com/en/players/41eebdf5/scout/365_m1/Samuel-Gigot-Scouting-Report,https://fbref.com/en/players/41eebdf5/matchlogs/2022-2023/summary/Samuel-Gigot-Match-Logs,Defender
8,"FW,MF",23.0,19,Iliman Ndiaye,https://fbref.com/en/players/5ed97752/Iliman-Ndiaye,https://fbref.com/en/players/5ed97752/scout/365_m1/Iliman-Ndiaye-Scouting-Report,https://fbref.com/en/players/5ed97752/matchlogs/2022-2023/summary/Iliman-Ndiaye-Match-Logs,Attacking Midfielders
9,MF,30.0,15,Geoffrey Kondogbia,https://fbref.com/en/players/cce181df/Geoffrey-Kondogbia,https://fbref.com/en/players/cce181df/scout/365_m1/Geoffrey-Kondogbia-Scouting-Report,https://fbref.com/en/players/cce181df/matchlogs/2022-2023/summary/Geoffrey-Kondogbia-Match-Logs,Central Midfielders
10,"FW,MF",25.0,15,Ismaila Sarr,https://fbref.com/en/players/bfdb33aa/Ismaila-Sarr,https://fbref.com/en/players/bfdb33aa/scout/365_m1/Ismaila-Sarr-Scouting-Report,https://fbref.com/en/players/bfdb33aa/matchlogs/2022-2023/summary/Ismaila-Sarr-Match-Logs,Attacking Midfielders
11,MF,23.0,15,Azzedine Ounahi,https://fbref.com/en/players/83299cc0/Azzedine-Ounahi,https://fbref.com/en/players/83299cc0/scout/365_m1/Azzedine-Ounahi-Scouting-Report,https://fbref.com/en/players/83299cc0/matchlogs/2022-2023/summary/Azzedine-Ounahi-Match-Logs,Central Midfielders
12,DF,25.0,14,Renan Lodi,https://fbref.com/en/players/ed9f7cfe/Renan-Lodi,https://fbref.com/en/players/ed9f7cfe/scout/365_m1/Renan-Lodi-Scouting-Report,https://fbref.com/en/players/ed9f7cfe/matchlogs/2022-2023/summary/Renan-Lodi-Match-Logs,Defender
13,DF,27.0,10,Michael Amir Murillo,https://fbref.com/en/players/349cae8f/Michael-Amir-Murillo,https://fbref.com/en/players/349cae8f/scout/365_m1/Michael-Amir-Murillo-Scouting-Report,https://fbref.com/en/players/349cae8f/matchlogs/2022-2023/summary/Michael-Amir-Murillo-Match-Logs,Defender
14,FW,23.0,10,Vitinha,https://fbref.com/en/players/74d4cec6/Vitinha,https://fbref.com/en/players/74d4cec6/scout/365_m1/Vitinha-Scouting-Report,https://fbref.com/en/players/74d4cec6/matchlogs/2022-2023/summary/Vitinha-Match-Logs,Forwards
15,DF,27.0,10,Ulisses Garcia,https://fbref.com/en/players/c952f633/Ulisses-Garcia,https://fbref.com/en/players/c952f633/scout/365_m1/Ulisses-Garcia-Scouting-Report,https://fbref.com/en/players/c952f633/matchlogs/2022-2023/summary/Ulisses-Garcia-Match-Logs,Defender
16,MF,28.0,10,Valentin Rongier,https://fbref.com/en/players/ed45c4a5/Valentin-Rongier,https://fbref.com/en/players/ed45c4a5/scout/365_m1/Valentin-Rongier-Scouting-Report,https://fbref.com/en/players/ed45c4a5/matchlogs/2022-2023/summary/Valentin-Rongier-Match-Logs,Central Midfielders
17,"MF,DF",24.0,9,Pape Gueye,https://fbref.com/en/players/7155e3e1/Pape-Gueye,https://fbref.com/en/players/7155e3e1/scout/365_m1/Pape-Gueye-Scouting-Report,https://fbref.com/en/players/7155e3e1/matchlogs/2022-2023/summary/Pape-Gueye-Match-Logs,Defensive-Midfielders
18,"FW,DF",21.0,8,Luis Henrique,https://fbref.com/en/players/f36d5624/Luis-Henrique,https://fbref.com/en/players/f36d5624/scout/365_m1/Luis-Henrique-Scouting-Report,https://fbref.com/en/players/f36d5624/matchlogs/2022-2023/summary/Luis-Henrique-Match-Logs,Wing-Back
19,DF,21.0,8,Quentin Merlin,https://fbref.com/en/players/0bfca6a1/Quentin-Merlin,https://fbref.com/en/players/0bfca6a1/scout/365_m1/Quentin-Merlin-Scouting-Report,https://fbref.com/en/players/0bfca6a1/matchlogs/2022-2023/summary/Quentin-Merlin-Match-Logs,Defender
20,DF,21.0,6,Bamo Meite,https://fbref.com/en/players/04ac78d2/Bamo-Meite,https://fbref.com/en/players/04ac78d2/scout/365_m1/Bamo-Meite-Scouting-Report,https://fbref.com/en/players/04ac78d2/matchlogs/2022-2023/summary/Bamo-Meite-Match-Logs,Defender
21,"FW,MF",28.0,6,Joaquin Correa,https://fbref.com/en/players/45b9b619/Joaquin-Correa,https://fbref.com/en/players/45b9b619/scout/365_m1/Joaquin-Correa-Scouting-Report,https://fbref.com/en/players/45b9b619/matchlogs/2022-2023/summary/Joaquin-Correa-Match-Logs,Attacking Midfielders
22,MF,23.0,5,Jean Onana,https://fbref.com/en/players/b5bb8188/Jean-Onana,https://fbref.com/en/players/b5bb8188/scout/365_m1/Jean-Onana-Scouting-Report,https://fbref.com/en/players/b5bb8188/matchlogs/2022-2023/summary/Jean-Onana-Match-Logs,Central Midfielders
23,FW,23.0,5,Faris Pemi Moumbagna,https://fbref.com/en/players/58aae0a9/Faris-Pemi-Moumbagna,https://fbref.com/en/players/58aae0a9/scout/365_m1/Faris-Pemi-Moumbagna-Scouting-Report,https://fbref.com/en/players/58aae0a9/matchlogs/2022-2023/summary/Faris-Pemi-Moumbagna-Match-Logs,Forwards
24,"MF,DF",19.0,2,Francois Mughe,https://fbref.com/en/players/7af655fe/Francois-Mughe,https://fbref.com/en/players/7af655fe/scout/365_m1/Francois-Mughe-Scouting-Report,https://fbref.com/en/players/7af655fe/matchlogs/2022-2023/summary/Francois-Mughe-Match-Logs,Defensive-Midfielders
25,GK,28.0,1,Ruben Blanco,https://fbref.com/en/players/967f34d3/Ruben-Blanco,https://fbref.com/en/players/967f34d3/scout/365_m1/Ruben-Blanco-Scouting-Report,https://fbref.com/en/players/967f34d3/matchlogs/2022-2023/summary/Ruben-Blanco-Match-Logs,GK
26,"MF,FW",19.0,1,Bilal Nadir,https://fbref.com/en/players/226673c2/Bilal-Nadir,https://fbref.com/en/players/226673c2/scout/365_m1/Bilal-Nadir-Scouting-Report,https://fbref.com/en/players/226673c2/matchlogs/2022-2023/summary/Bilal-Nadir-Match-Logs,Attacking Midfielders
27,"MF,DF",18.0,1,Emran Soglo,https://fbref.com/en/players/47f82561/Emran-Soglo,https://fbref.com/en/players/47f82561/scout/365_m1/Emran-Soglo-Scouting-Report,https://fbref.com/en/players/47f82561/matchlogs/2022-2023/summary/Emran-Soglo-Match-Logs,Defensive-Midfielders
28,"DF,MF",18.0,0,Raimane Daou,https://fbref.com/en/players/a2c9af28/Raimane-Daou,https://fbref.com/en/players/a2c9af28/scout/365_m1/Raimane-Daou-Scouting-Report,https://fbref.com/en/players/a2c9af28/matchlogs/2022-2023/summary/Raimane-Daou-Match-Logs,Defender
29,MF,24.0,0,Matteo Guendouzi,https://fbref.com/en/players/5ea8ef20/Matteo-Guendouzi,https://fbref.com/en/players/5ea8ef20/scout/365_m1/Matteo-Guendouzi-Scouting-Report,https://fbref.com/en/players/5ea8ef20/matchlogs/2022-2023/summary/Matteo-Guendouzi-Match-Logs,Central Midfielders
30,MF,28.0,0,Sofiane Sidi Ali,https://fbref.com/en/players/1609700b/Sofiane-Sidi-Ali,https://fbref.com/en/players/1609700b/scout/365_m1/Sofiane-Sidi-Ali-Scouting-Report,https://fbref.com/en/players/1609700b/matchlogs/2022-2023/summary/Sofiane-Sidi-Ali-Match-Logs,Central Midfielders
31,FW,17.0,0,Keyliane Abdallah,https://fbref.com/en/players/7310786d/Keyliane-Abdallah,https://fbref.com/en/players/7310786d/scout/365_m1/Keyliane-Abdallah-Scouting-Report,https://fbref.com/en/players/7310786d/matchlogs/2022-2023/summary/Keyliane-Abdallah-Match-Logs,Forwards
32,MF,19.0,0,Noam Mayoka Tika,https://fbref.com/en/players/1b2ec72e/Noam-Mayoka-Tika,https://fbref.com/en/players/1b2ec72e/scout/365_m1/Noam-Mayoka-Tika-Scouting-Report,https://fbref.com/en/players/1b2ec72e/matchlogs/2022-2023/summary/Noam-Mayoka-Tika-Match-Logs,Central Midfielders
33,MF,15.0,0,Darryl Bakola,https://fbref.com/en/players/57de24a3/Darryl-Bakola,https://fbref.com/en/players/57de24a3/scout/365_m1/Darryl-Bakola-Scouting-Report,https://fbref.com/en/players/57de24a3/matchlogs/2022-2023/summary/Darryl-Bakola-Match-Logs,Central Midfielders
34,MF,21.0,0,Leo Jousselin,https://fbref.com/en/players/1478c1d3/Leo-Jousselin,https://fbref.com/en/players/1478c1d3/scout/365_m1/Leo-Jousselin-Scouting-Report,https://fbref.com/en/players/1478c1d3/matchlogs/2022-2023/summary/Leo-Jousselin-Match-Logs,Central Midfielders
35,DF,21.0,0,Brice Negouai,https://fbref.com/en/players/bc2487b1/Brice-Negouai,https://fbref.com/en/players/bc2487b1/scout/365_m1/Brice-Negouai-Scouting-Report,https://fbref.com/en/players/bc2487b1/matchlogs/2022-2023/summary/Brice-Negouai-Match-Logs,Defender
36,GK,20.0,0,Simon Ngapandouetnbu,https://fbref.com/en/players/18563ea7/Simon-Ngapandouetnbu,https://fbref.com/en/players/18563ea7/scout/365_m1/Simon-Ngapandouetnbu-Scouting-Report,https://fbref.com/en/players/18563ea7/matchlogs/2022-2023/summary/Simon-Ngapandouetnbu-Match-Logs,GK
37,DF,19.0,0,Roggerio Nyakossi,https://fbref.com/en/players/2e64644b/Roggerio-Nyakossi,https://fbref.com/en/players/2e64644b/scout/365_m1/Roggerio-Nyakossi-Scouting-Report,https://fbref.com/en/players/2e64644b/matchlogs/2022-2023/summary/Roggerio-Nyakossi-Match-Logs,Defender
38,DF,19.0,0,Yakine Said Mmadi,https://fbref.com/en/players/0018166b/Yakine-Said-Mmadi,https://fbref.com/en/players/0018166b/scout/365_m1/Yakine-Said-Mmadi-Scouting-Report,https://fbref.com/en/players/0018166b/matchlogs/2022-2023/summary/Yakine-Said-Mmadi-Match-Logs,Defender
39,FW,19.0,0,Iuri Silva,https://fbref.com/en/players/68ca1240/Iuri-Silva,https://fbref.com/en/players/68ca1240/scout/365_m1/Iuri-Silva-Scouting-Report,https://fbref.com/en/players/68ca1240/matchlogs/2022-2023/summary/Iuri-Silva-Match-Logs,Forwards
40,DF,28.0,0,Stephane Sparagna,https://fbref.com/en/players/27f6c6e9/Stephane-Sparagna,https://fbref.com/en/players/27f6c6e9/scout/365_m1/Stephane-Sparagna-Scouting-Report,https://fbref.com/en/players/27f6c6e9/matchlogs/2022-2023/summary/Stephane-Sparagna-Match-Logs,Defender
41,DF,20.0,0,Souleymane Toure,https://fbref.com/en/players/01fd01e8/Souleymane-Toure,https://fbref.com/en/players/01fd01e8/scout/365_m1/Souleymane-Toure-Scouting-Report,https://fbref.com/en/players/01fd01e8/matchlogs/2022-2023/summary/Souleymane-Toure-Match-Logs,Defender
42,FW,17.0,0,Alexandre Tunkadi,https://fbref.com/en/players/188b4f50/Alexandre-Tunkadi,https://fbref.com/en/players/188b4f50/scout/365_m1/Alexandre-Tunkadi-Scouting-Report,https://fbref.com/en/players/188b4f50/matchlogs/2022-2023/summary/Alexandre-Tunkadi-Match-Logs,Forwards
43,GK,19.0,0,Jelle Van Neck,https://fbref.com/en/players/8d3ce404/Jelle-Van-Neck,https://fbref.com/en/players/8d3ce404/scout/365_m1/Jelle-Van-Neck-Scouting-Report,https://fbref.com/en/players/8d3ce404/matchlogs/2022-2023/summary/Jelle-Van-Neck-Match-Logs,GK
0,GK,29.0,34,Yvon Mvogo,https://fbref.com/en/players/dc29b608/Yvon-Mvogo,https://fbref.com/en/players/dc29b608/scout/365_m1/Yvon-Mvogo-Scouting-Report,https://fbref.com/en/players/dc29b608/matchlogs/2022-2023/summary/Yvon-Mvogo-Match-Logs,GK
1,MF,30.0,32,Laurent Abergel,https://fbref.com/en/players/31626657/Laurent-Abergel,https://fbref.com/en/players/31626657/scout/365_m1/Laurent-Abergel-Scouting-Report,https://fbref.com/en/players/31626657/matchlogs/2022-2023/summary/Laurent-Abergel-Match-Logs,Central Midfielders
2,MF,22.0,27,Julien Ponceau,https://fbref.com/en/players/e546b2e3/Julien-Ponceau,https://fbref.com/en/players/e546b2e3/scout/365_m1/Julien-Ponceau-Scouting-Report,https://fbref.com/en/players/e546b2e3/matchlogs/2022-2023/summary/Julien-Ponceau-Match-Logs,Central Midfielders
3,DF,25.0,25,Montassar Talbi,https://fbref.com/en/players/a4a44eb0/Montassar-Talbi,https://fbref.com/en/players/a4a44eb0/scout/365_m1/Montassar-Talbi-Scouting-Report,https://fbref.com/en/players/a4a44eb0/matchlogs/2022-2023/summary/Montassar-Talbi-Match-Logs,Defender
4,DF,20.0,23,Souleymane Toure,https://fbref.com/en/players/01fd01e8/Souleymane-Toure,https://fbref.com/en/players/01fd01e8/scout/365_m1/Souleymane-Toure-Scouting-Report,https://fbref.com/en/players/01fd01e8/matchlogs/2022-2023/summary/Souleymane-Toure-Match-Logs,Defender
5,DF,29.0,20,Julien Laporte,https://fbref.com/en/players/f066022d/Julien-Laporte,https://fbref.com/en/players/f066022d/scout/365_m1/Julien-Laporte-Scouting-Report,https://fbref.com/en/players/f066022d/matchlogs/2022-2023/summary/Julien-Laporte-Match-Logs,Defender
6,"MF,FW",25.0,16,Romain Faivre,https://fbref.com/en/players/745ca0a3/Romain-Faivre,https://fbref.com/en/players/745ca0a3/scout/365_m1/Romain-Faivre-Scouting-Report,https://fbref.com/en/players/745ca0a3/matchlogs/2022-2023/summary/Romain-Faivre-Match-Logs,Attacking Midfielders
7,"DF,MF",20.0,15,Theo Le Bris,https://fbref.com/en/players/afe39ca8/Theo-Le-Bris,https://fbref.com/en/players/afe39ca8/scout/365_m1/Theo-Le-Bris-Scouting-Report,https://fbref.com/en/players/afe39ca8/matchlogs/2022-2023/summary/Theo-Le-Bris-Match-Logs,Defender
8,MF,28.0,15,Tiemoue Bakayoko,https://fbref.com/en/players/59bf127b/Tiemoue-Bakayoko,https://fbref.com/en/players/59bf127b/scout/365_m1/Tiemoue-Bakayoko-Scouting-Report,https://fbref.com/en/players/59bf127b/matchlogs/2022-2023/summary/Tiemoue-Bakayoko-Match-Logs,Central Midfielders
9,DF,20.0,14,Nathaniel Adjei,https://fbref.com/en/players/c55de1f5/Nathaniel-Adjei,https://fbref.com/en/players/c55de1f5/scout/365_m1/Nathaniel-Adjei-Scouting-Report,https://fbref.com/en/players/c55de1f5/matchlogs/2022-2023/summary/Nathaniel-Adjei-Match-Logs,Defender
10,FW,21.0,14,Mohamed Bamba,https://fbref.com/en/players/d469252b/Mohamed-Bamba,https://fbref.com/en/players/d469252b/scout/365_m1/Mohamed-Bamba-Scouting-Report,https://fbref.com/en/players/d469252b/matchlogs/2022-2023/summary/Mohamed-Bamba-Match-Logs,Forwards
11,DF,22.0,13,Formose Mendy,https://fbref.com/en/players/c21983bf/Formose-Mendy,https://fbref.com/en/players/c21983bf/scout/365_m1/Formose-Mendy-Scouting-Report,https://fbref.com/en/players/c21983bf/matchlogs/2022-2023/summary/Formose-Mendy-Match-Logs,Defender
12,DF,22.0,13,Panos Katseris,https://fbref.com/en/players/c1597cf7/Panos-Katseris,https://fbref.com/en/players/c1597cf7/scout/365_m1/Panos-Katseris-Scouting-Report,https://fbref.com/en/players/c1597cf7/matchlogs/2022-2023/summary/Panos-Katseris-Match-Logs,Defender
13,MF,18.0,12,Ayman Kari,https://fbref.com/en/players/0e8d7b6c/Ayman-Kari,https://fbref.com/en/players/0e8d7b6c/scout/365_m1/Ayman-Kari-Scouting-Report,https://fbref.com/en/players/0e8d7b6c/matchlogs/2022-2023/summary/Ayman-Kari-Match-Logs,Central Midfielders
14,DF,22.0,11,Darlin Yongwa,https://fbref.com/en/players/061266cd/Darlin-Yongwa,https://fbref.com/en/players/061266cd/scout/365_m1/Darlin-Yongwa-Scouting-Report,https://fbref.com/en/players/061266cd/matchlogs/2022-2023/summary/Darlin-Yongwa-Match-Logs,Defender
15,"FW,MF",17.0,11,Eli Junior Kroupi,https://fbref.com/en/players/b2fe86e5/Eli-Junior-Kroupi,https://fbref.com/en/players/b2fe86e5/scout/365_m1/Eli-Junior-Kroupi-Scouting-Report,https://fbref.com/en/players/b2fe86e5/matchlogs/2022-2023/summary/Eli-Junior-Kroupi-Match-Logs,Attacking Midfielders
16,DF,25.0,11,Gedeon Kalulu,https://fbref.com/en/players/dd211559/Gedeon-Kalulu,https://fbref.com/en/players/dd211559/scout/365_m1/Gedeon-Kalulu-Scouting-Report,https://fbref.com/en/players/dd211559/matchlogs/2022-2023/summary/Gedeon-Kalulu-Match-Logs,Defender
17,"MF,FW",25.0,10,Tosin Aiyegun,https://fbref.com/en/players/9c4f39b3/Tosin-Aiyegun,https://fbref.com/en/players/9c4f39b3/scout/365_m1/Tosin-Aiyegun-Scouting-Report,https://fbref.com/en/players/9c4f39b3/matchlogs/2022-2023/summary/Tosin-Aiyegun-Match-Logs,Attacking Midfielders
18,MF,24.0,10,Imran Louza,https://fbref.com/en/players/e1df6989/Imran-Louza,https://fbref.com/en/players/e1df6989/scout/365_m1/Imran-Louza-Scouting-Report,https://fbref.com/en/players/e1df6989/matchlogs/2022-2023/summary/Imran-Louza-Match-Logs,Central Midfielders
