,Pos,Age,Starts,Player,urls,scouting_url,match_logs,position_group
10,DF,24.534246575342465,16,Lloyd Kelly,https://fbref.com/en/players/f31def1e/Lloyd-Kelly,https://fbref.com/en/players/f31def1e/scout/365_m1/Lloyd-Kelly-Scouting-Report,https://fbref.com/en/players/f31def1e/matchlogs/2022-2023/summary/Lloyd-Kelly-Match-Logs,Defender
11,"MF,FW",28.153424657534245,15,Ryan Christie,https://fbref.com/en/players/26ce2263/Ryan-Christie,https://fbref.com/en/players/26ce2263/scout/365_m1/Ryan-Christie-Scouting-Report,https://fbref.com/en/players/26ce2263/matchlogs/2022-2023/summary/Ryan-Christie-Match-Logs,Attacking Midfielders
12,FW,30.695890410958903,12,Kieffer Moore,https://fbref.com/en/players/01ce9e70/Kieffer-Moore,https://fbref.com/en/players/01ce9e70/scout/365_m1/Kieffer-Moore-Scouting-Report,https://fbref.com/en/players/01ce9e70/matchlogs/2022-2023/summary/Kieffer-Moore-Match-Logs,Forwards
13,DF,29.224657534246575,12,Jack Stephens,https://fbref.com/en/players/6adbc307/Jack-Stephens,https://fbref.com/en/players/6adbc307/scout/365_m1/Jack-Stephens-Scouting-Report,https://fbref.com/en/players/6adbc307/matchlogs/2022-2023/summary/Jack-Stephens-Match-Logs,Defender
14,"MF,FW",21.183561643835617,11,Dango Ouattara,https://fbref.com/en/players/2f9e4435/Dango-Ouattara,https://fbref.com/en/players/2f9e4435/scout/365_m1/Dango-Ouattara-Scouting-Report,https://fbref.com/en/players/2f9e4435/matchlogs/2022-2023/summary/Dango-Ouattara-Match-Logs,Attacking Midfielders
15,"MF,FW",23.38082191780822,10,Jaidon Anthony,https://fbref.com/en/players/e4238fb1/Jaidon-Anthony,https://fbref.com/en/players/e4238fb1/scout/365_m1/Jaidon-Anthony-Scouting-Report,https://fbref.com/en/players/e4238fb1/matchlogs/2022-2023/summary/Jaidon-Anthony-Match-Logs,Attacking Midfielders
16,GK,23.92054794520548,10,Mark Travers,https://fbref.com/en/players/fe558029/Mark-Travers,https://fbref.com/en/players/fe558029/scout/365_m1/Mark-Travers-Scouting-Report,https://fbref.com/en/players/fe558029/matchlogs/2022-2023/summary/Mark-Travers-Match-Logs,GK
17,MF,28.268493150684932,7,Joe Rothwell,https://fbref.com/en/players/10a10454/Joe-Rothwell,https://fbref.com/en/players/10a10454/scout/365_m1/Joe-Rothwell-Scouting-Report,https://fbref.com/en/players/10a10454/matchlogs/2022-2023/summary/Joe-Rothwell-Match-Logs,Central Midfielders
18,DF,30.523287671232875,5,Ryan Fredericks,https://fbref.com/en/players/c067631c/Ryan-Fredericks,https://fbref.com/en/players/c067631c/scout/365_m1/Ryan-Fredericks-Scouting-Report,https://fbref.com/en/players/c067631c/matchlogs/2022-2023/summary/Ryan-Fredericks-Match-Logs,Defender
19,"FW,MF",23.16986301369863,5,Hamed Junior Traore,https://fbref.com/en/players/570bb4b9/Hamed-Junior-Traore,https://fbref.com/en/players/570bb4b9/scout/365_m1/Hamed-Junior-Traore-Scouting-Report,https://fbref.com/en/players/570bb4b9/matchlogs/2022-2023/summary/Hamed-Junior-Traore-Match-Logs,Attacking Midfielders
20,DF,27.035616438356165,3,Jack Stacey,https://fbref.com/en/players/558807c0/Jack-Stacey,https://fbref.com/en/players/558807c0/scout/365_m1/Jack-Stacey-Scouting-Report,https://fbref.com/en/players/558807c0/matchlogs/2022-2023/summary/Jack-Stacey-Match-Logs,Defender
21,MF,28.28767123287671,3,Ben Pearson,https://fbref.com/en/players/a6b461e7/Ben-Pearson,https://fbref.com/en/players/a6b461e7/scout/365_m1/Ben-Pearson-Scouting-Report,https://fbref.com/en/players/a6b461e7/matchlogs/2022-2023/summary/Ben-Pearson-Match-Logs,Central Midfielders
22,"FW,MF",23.279452054794522,2,Antoine Semenyo,https://fbref.com/en/players/efd2ec23/Antoine-Semenyo,https://fbref.com/en/players/efd2ec23/scout/365_m1/Antoine-Semenyo-Scouting-Report,https://fbref.com/en/players/efd2ec23/matchlogs/2022-2023/summary/Antoine-Semenyo-Match-Logs,Attacking Midfielders
23,"DF,MF",25.44109589041096,1,Matias Vina,https://fbref.com/en/players/08eb3b58/Matias-Vina,https://fbref.com/en/players/08eb3b58/scout/365_m1/Matias-Vina-Scouting-Report,https://fbref.com/en/players/08eb3b58/matchlogs/2022-2023/summary/Matias-Vina-Match-Logs,Defender
24,"FW,MF",26.613698630136987,0,Siriki Dembele,https://fbref.com/en/players/11f54bd5/Siriki-Dembele,https://fbref.com/en/players/11f54bd5/scout/365_m1/Siriki-Dembele-Scouting-Report,https://fbref.com/en/players/11f54bd5/matchlogs/2022-2023/summary/Siriki-Dembele-Match-Logs,Attacking Midfielders
25,MF,33.394520547945206,0,Junior Stanislas,https://fbref.com/en/players/6992791d/Junior-Stanislas,https://fbref.com/en/players/6992791d/scout/365_m1/Junior-Stanislas-Scouting-Report,https://fbref.com/en/players/6992791d/matchlogs/2022-2023/summary/Junior-Stanislas-Match-Logs,Central Midfielders
26,"DF,FW",25.78082191780822,0,David Brooks,https://fbref.com/en/players/dc4cae05/David-Brooks,https://fbref.com/en/players/dc4cae05/scout/365_m1/David-Brooks-Scouting-Report,https://fbref.com/en/players/dc4cae05/matchlogs/2022-2023/summary/David-Brooks-Match-Logs,Wing-Back
27,"MF,FW",28.745205479452054,0,Jamal Lowe,https://fbref.com/en/players/b2856bc0/Jamal-Lowe,https://fbref.com/en/players/b2856bc0/scout/365_m1/Jamal-Lowe-Scouting-Report,https://fbref.com/en/players/b2856bc0/matchlogs/2022-2023/summary/Jamal-Lowe-Match-Logs,Attacking Midfielders
28,DF,19.47945205479452,0,Owen Bevan,https://fbref.com/en/players/87966294/Owen-Bevan,https://fbref.com/en/players/87966294/scout/365_m1/Owen-Bevan-Scouting-Report,https://fbref.com/en/players/87966294/matchlogs/2022-2023/summary/Owen-Bevan-Match-Logs,Defender
29,MF,28.112328767123287,0,Emiliano Marcondes,https://fbref.com/en/players/4d960fc3/Emiliano-Marcondes,https://fbref.com/en/players/4d960fc3/scout/365_m1/Emiliano-Marcondes-Scouting-Report,https://fbref.com/en/players/4d960fc3/matchlogs/2022-2023/summary/Emiliano-Marcondes-Match-Logs,Central Midfielders
30,DF,20.63013698630137,0,Illia Zabarnyi,https://fbref.com/en/players/88968486/Illia-Zabarnyi,https://fbref.com/en/players/88968486/scout/365_m1/Illia-Zabarnyi-Scouting-Report,https://fbref.com/en/players/88968486/matchlogs/2022-2023/summary/Illia-Zabarnyi-Match-Logs,Defender
31,FW,17.827397260273973,0,Daniel Adu Adjei,https://fbref.com/en/players/2093823e/Daniel-Adu-Adjei,https://fbref.com/en/players/2093823e/scout/365_m1/Daniel-Adu-Adjei-Scouting-Report,https://fbref.com/en/players/2093823e/matchlogs/2022-2023/summary/Daniel-Adu-Adjei-Match-Logs,Forwards
32,FW,18.123287671232877,0,Michael DaCosta,https://fbref.com/en/players/c1426015/Michael-DaCosta,https://fbref.com/en/players/c1426015/scout/365_m1/Michael-DaCosta-Scouting-Report,https://fbref.com/en/players/c1426015/matchlogs/2022-2023/summary/Michael-DaCosta-Match-Logs,Forwards
33,GK,22.775342465753425,0,Will Dennis,https://fbref.com/en/players/d8edc4be/Will-Dennis,https://fbref.com/en/players/d8edc4be/scout/365_m1/Will-Dennis-Scouting-Report,https://fbref.com/en/players/d8edc4be/matchlogs/2022-2023/summary/Will-Dennis-Match-Logs,GK
34,DF,20.15890410958904,0,Ben Greenwood,https://fbref.com/en/players/7eda24fe/Ben-Greenwood,https://fbref.com/en/players/7eda24fe/scout/365_m1/Ben-Greenwood-Scouting-Report,https://fbref.com/en/players/7eda24fe/matchlogs/2022-2023/summary/Ben-Greenwood-Match-Logs,Defender
35,DF,21.27123287671233,0,James Hill,https://fbref.com/en/players/69942fb3/James-Hill,https://fbref.com/en/players/69942fb3/scout/365_m1/James-Hill-Scouting-Report,https://fbref.com/en/players/69942fb3/matchlogs/2022-2023/summary/James-Hill-Match-Logs,Defender
36,GK,20.389041095890413,0,Cameron Plain,https://fbref.com/en/players/8c45f10e/Cameron-Plain,https://fbref.com/en/players/8c45f10e/scout/365_m1/Cameron-Plain-Scouting-Report,https://fbref.com/en/players/8c45f10e/matchlogs/2022-2023/summary/Cameron-Plain-Match-Logs,GK
37,FW,20.542465753424658,0,Euan Pollock,https://fbref.com/en/players/ea0271ee/Euan-Pollock,https://fbref.com/en/players/ea0271ee/scout/365_m1/Euan-Pollock-Scouting-Report,https://fbref.com/en/players/ea0271ee/matchlogs/2022-2023/summary/Euan-Pollock-Match-Logs,Forwards
38,GK,35.93698630136986,0,Darren Randolph,https://fbref.com/en/players/6385ebfb/Darren-Randolph,https://fbref.com/en/players/6385ebfb/scout/365_m1/Darren-Randolph-Scouting-Report,https://fbref.com/en/players/6385ebfb/matchlogs/2022-2023/summary/Darren-Randolph-Match-Logs,GK
39,MF,19.627397260273973,0,Dominic Sadi,https://fbref.com/en/players/54778940/Dominic-Sadi,https://fbref.com/en/players/54778940/scout/365_m1/Dominic-Sadi-Scouting-Report,https://fbref.com/en/players/54778940/matchlogs/2022-2023/summary/Dominic-Sadi-Match-Logs,Central Midfielders
40,FW,20.942465753424656,0,Christian Saydee,https://fbref.com/en/players/af102dc3/Christian-Saydee,https://fbref.com/en/players/af102dc3/scout/365_m1/Christian-Saydee-Scouting-Report,https://fbref.com/en/players/af102dc3/matchlogs/2022-2023/summary/Christian-Saydee-Match-Logs,Forwards
41,DF,18.208219178082192,0,Maxwell Wellings,https://fbref.com/en/players/ed46ab76/Maxwell-Wellings,https://fbref.com/en/players/ed46ab76/scout/365_m1/Maxwell-Wellings-Scouting-Report,https://fbref.com/en/players/ed46ab76/matchlogs/2022-2023/summary/Maxwell-Wellings-Match-Logs,Defender
0,DF,25.90684931506849,31,Max Kilman,https://fbref.com/en/players/d0f72bf1/Max-Kilman,https://fbref.com/en/players/d0f72bf1/scout/365_m1/Max-Kilman-Scouting-Report,https://fbref.com/en/players/d0f72bf1/matchlogs/2022-2023/summary/Max-Kilman-Match-Logs,Defender
1,GK,30.252054794520546,31,Jose Sa,https://fbref.com/en/players/903b6e8b/Jose-Sa,https://fbref.com/en/players/903b6e8b/scout/365_m1/Jose-Sa-Scouting-Report,https://fbref.com/en/players/903b6e8b/matchlogs/2022-2023/summary/Jose-Sa-Match-Logs,GK
2,MF,26.101369863013698,28,Ruben Neves,https://fbref.com/en/players/44bfb6c5/Ruben-Neves,https://fbref.com/en/players/44bfb6c5/scout/365_m1/Ruben-Neves-Scouting-Report,https://fbref.com/en/players/44bfb6c5/matchlogs/2022-2023/summary/Ruben-Neves-Match-Logs,Central Midfielders
3,DF,29.421917808219177,24,Nelson Semedo,https://fbref.com/en/players/d04b94db/Nelson-Semedo,https://fbref.com/en/players/d04b94db/scout/365_m1/Nelson-Semedo-Scouting-Report,https://fbref.com/en/players/d04b94db/matchlogs/2022-2023/summary/Nelson-Semedo-Match-Logs,Defender
4,MF,24.643835616438356,24,Matheus Nunes,https://fbref.com/en/players/e6af02e0/Matheus-Nunes,https://fbref.com/en/players/e6af02e0/scout/365_m1/Matheus-Nunes-Scouting-Report,https://fbref.com/en/players/e6af02e0/matchlogs/2022-2023/summary/Matheus-Nunes-Match-Logs,Central Midfielders
5,MF,36.61095890410959,20,Joao Moutinho,https://fbref.com/en/players/f5a00fa4/Joao-Moutinho,https://fbref.com/en/players/f5a00fa4/scout/365_m1/Joao-Moutinho-Scouting-Report,https://fbref.com/en/players/f5a00fa4/matchlogs/2022-2023/summary/Joao-Moutinho-Match-Logs,Central Midfielders
6,"FW,MF",27.493150684931507,19,Daniel Podence,https://fbref.com/en/players/7fcc71d8/Daniel-Podence,https://fbref.com/en/players/7fcc71d8/scout/365_m1/Daniel-Podence-Scouting-Report,https://fbref.com/en/players/7fcc71d8/matchlogs/2022-2023/summary/Daniel-Podence-Match-Logs,Attacking Midfielders
7,DF,21.96986301369863,17,Nathan Collins,https://fbref.com/en/players/a8c19eb8/Nathan-Collins,https://fbref.com/en/players/a8c19eb8/scout/365_m1/Nathan-Collins-Scouting-Report,https://fbref.com/en/players/a8c19eb8/matchlogs/2022-2023/summary/Nathan-Collins-Match-Logs,Defender
8,DF,29.12876712328767,14,Jonny Castro,https://fbref.com/en/players/e28868f3/Jonny-Castro,https://fbref.com/en/players/e28868f3/scout/365_m1/Jonny-Castro-Scouting-Report,https://fbref.com/en/players/e28868f3/matchlogs/2022-2023/summary/Jonny-Castro-Match-Logs,Defender
9,DF,20.583561643835615,13,Hugo Bueno,https://fbref.com/en/players/bfc3b3a0/Hugo-Bueno,https://fbref.com/en/players/bfc3b3a0/scout/365_m1/Hugo-Bueno-Scouting-Report,https://fbref.com/en/players/bfc3b3a0/matchlogs/2022-2023/summary/Hugo-Bueno-Match-Logs,Defender
10,DF,32.95342465753425,11,Craig Dawson,https://fbref.com/en/players/3e9e06cb/Craig-Dawson,https://fbref.com/en/players/3e9e06cb/scout/365_m1/Craig-Dawson-Scouting-Report,https://fbref.com/en/players/3e9e06cb/matchlogs/2022-2023/summary/Craig-Dawson-Match-Logs,Defender
11,FW,34.53150684931507,11,Diego Costa,https://fbref.com/en/players/a190d597/Diego-Costa,https://fbref.com/en/players/a190d597/scout/365_m1/Diego-Costa-Scouting-Report,https://fbref.com/en/players/a190d597/matchlogs/2022-2023/summary/Diego-Costa-Match-Logs,Forwards
12,MF,29.63013698630137,11,Mario Lemina,https://fbref.com/en/players/2b471f99/Mario-Lemina,https://fbref.com/en/players/2b471f99/scout/365_m1/Mario-Lemina-Scouting-Report,https://fbref.com/en/players/2b471f99/matchlogs/2022-2023/summary/Mario-Lemina-Match-Logs,Central Midfielders
13,"FW,MF",27.23013698630137,10,Adama Traore,https://fbref.com/en/players/9a28eba4/Adama-Traore,https://fbref.com/en/players/9a28eba4/scout/365_m1/Adama-Traore-Scouting-Report,https://fbref.com/en/players/9a28eba4/matchlogs/2022-2023/summary/Adama-Traore-Match-Logs,Attacking Midfielders
14,"FW,MF",23.112328767123287,10,Pedro Neto,https://fbref.com/en/players/7ba2eaa9/Pedro-Neto,https://fbref.com/en/players/7ba2eaa9/scout/365_m1/Pedro-Neto-Scouting-Report,https://fbref.com/en/players/7ba2eaa9/matchlogs/2022-2023/summary/Pedro-Neto-Match-Logs,Attacking Midfielders
15,DF,21.86849315068493,9,Rayan Ait Nouri,https://fbref.com/en/players/9b398aea/Rayan-Ait-Nouri,https://fbref.com/en/players/9b398aea/scout/365_m1/Rayan-Ait-Nouri-Scouting-Report,https://fbref.com/en/players/9b398aea/matchlogs/2022-2023/summary/Rayan-Ait-Nouri-Match-Logs,Defender
16,"FW,MF",27.22739726027397,9,Hwang Hee chan,https://fbref.com/en/players/169fd162/Hwang-Hee-chan,https://fbref.com/en/players/169fd162/scout/365_m1/Hwang-Hee-chan-Scouting-Report,https://fbref.com/en/players/169fd162/matchlogs/2022-2023/summary/Hwang-Hee-chan-Match-Logs,Attacking Midfielders
17,"FW,MF",26.386301369863013,8,Goncalo Guedes,https://fbref.com/en/players/e6bc67d7/Goncalo-Guedes,https://fbref.com/en/players/e6bc67d7/scout/365_m1/Goncalo-Guedes-Scouting-Report,https://fbref.com/en/players/e6bc67d7/matchlogs/2022-2023/summary/Goncalo-Guedes-Match-Logs,Attacking Midfielders
18,FW,23.895890410958906,8,Matheus Cunha,https://fbref.com/en/players/dc62b55d/Matheus-Cunha,https://fbref.com/en/players/dc62b55d/scout/365_m1/Matheus-Cunha-Scouting-Report,https://fbref.com/en/players/dc62b55d/matchlogs/2022-2023/summary/Matheus-Cunha-Match-Logs,Forwards
19,FW,31.956164383561642,7,Raul Jimenez,https://fbref.com/en/players/b561db50/Raul-Jimenez,https://fbref.com/en/players/b561db50/scout/365_m1/Raul-Jimenez-Scouting-Report,https://fbref.com/en/players/b561db50/matchlogs/2022-2023/summary/Raul-Jimenez-Match-Logs,Forwards
20,"FW,MF",30.93972602739726,7,Pablo Sarabia,https://fbref.com/en/players/9744ff80/Pablo-Sarabia,https://fbref.com/en/players/9744ff80/scout/365_m1/Pablo-Sarabia-Scouting-Report,https://fbref.com/en/players/9744ff80/matchlogs/2022-2023/summary/Pablo-Sarabia-Match-Logs,Attacking Midfielders
21,DF,24.254794520547946,6,Toti Gomes,https://fbref.com/en/players/f0caab96/Toti-Gomes,https://fbref.com/en/players/f0caab96/scout/365_m1/Toti-Gomes-Scouting-Report,https://fbref.com/en/players/f0caab96/matchlogs/2022-2023/summary/Toti-Gomes-Match-Logs,Defender
22,MF,21.663013698630138,4,Boubacar Traore,https://fbref.com/en/players/999ceb5f/Boubacar-Traore,https://fbref.com/en/players/999ceb5f/scout/365_m1/Boubacar-Traore-Scouting-Report,https://fbref.com/en/players/999ceb5f/matchlogs/2022-2023/summary/Boubacar-Traore-Match-Logs,Central Midfielders
23,MF,22.18082191780822,3,Joao Gomes,https://fbref.com/en/players/8b57ad2c/Joao-Gomes,https://fbref.com/en/players/8b57ad2c/scout/365_m1/Joao-Gomes-Scouting-Report,https://fbref.com/en/players/8b57ad2c/matchlogs/2022-2023/summary/Joao-Gomes-Match-Logs,Central Midfielders
24,MF,28.01095890410959,2,Leander Dendoncker,https://fbref.com/en/players/5a7301ae/Leander-Dendoncker,https://fbref.com/en/players/5a7301ae/scout/365_m1/Leander-Dendoncker-Scouting-Report,https://fbref.com/en/players/5a7301ae/matchlogs/2022-2023/summary/Leander-Dendoncker-Match-Logs,Central Midfielders
25,"FW,MF",23.224657534246575,2,Morgan Gibbs White,https://fbref.com/en/players/32f60ed8/Morgan-Gibbs-White,https://fbref.com/en/players/32f60ed8/scout/365_m1/Morgan-Gibbs-White-Scouting-Report,https://fbref.com/en/players/32f60ed8/matchlogs/2022-2023/summary/Morgan-Gibbs-White-Match-Logs,Attacking Midfielders
26,MF,20.594520547945205,1,Joseph Hodge,https://fbref.com/en/players/bd8a5d95/Joseph-Hodge,https://fbref.com/en/players/bd8a5d95/scout/365_m1/Joseph-Hodge-Scouting-Report,https://fbref.com/en/players/bd8a5d95/matchlogs/2022-2023/summary/Joseph-Hodge-Match-Logs,Central Midfielders
27,FW,25.783561643835615,1,Sasa Kalajdzic,https://fbref.com/en/players/15f24fe7/Sasa-Kalajdzic,https://fbref.com/en/players/15f24fe7/scout/365_m1/Sasa-Kalajdzic-Scouting-Report,https://fbref.com/en/players/15f24fe7/matchlogs/2022-2023/summary/Sasa-Kalajdzic-Match-Logs,Forwards
28,"FW,MF",20.301369863013697,0,Chem Campbell,https://fbref.com/en/players/6f711f67/Chem-Campbell,https://fbref.com/en/players/6f711f67/scout/365_m1/Chem-Campbell-Scouting-Report,https://fbref.com/en/players/6f711f67/matchlogs/2022-2023/summary/Chem-Campbell-Match-Logs,Attacking Midfielders
29,DF,19.454794520547946,0,Dexter Lembikisa,https://fbref.com/en/players/0bdda685/Dexter-Lembikisa,https://fbref.com/en/players/0bdda685/scout/365_m1/Dexter-Lembikisa-Scouting-Report,https://fbref.com/en/players/0bdda685/matchlogs/2022-2023/summary/Dexter-Lembikisa-Match-Logs,Defender
30,MF,25.12054794520548,0,Connor Ronan,https://fbref.com/en/players/1b804500/Connor-Ronan,https://fbref.com/en/players/1b804500/scout/365_m1/Connor-Ronan-Scouting-Report,https://fbref.com/en/players/1b804500/matchlogs/2022-2023/summary/Connor-Ronan-Match-Logs,Central Midfielders
31,GK,29.767123287671232,0,Daniel Bentley,https://fbref.com/en/players/68db6358/Daniel-Bentley,https://fbref.com/en/players/68db6358/scout/365_m1/Daniel-Bentley-Scouting-Report,https://fbref.com/en/players/68db6358/matchlogs/2022-2023/summary/Daniel-Bentley-Match-Logs,GK
32,DF,32.205479452054796,0,Willy Boly,https://fbref.com/en/players/a4ac4b8f/Willy-Boly,https://fbref.com/en/players/a4ac4b8f/scout/365_m1/Willy-Boly-Scouting-Report,https://fbref.com/en/players/a4ac4b8f/matchlogs/2022-2023/summary/Willy-Boly-Match-Logs,Defender
33,"DF,MF",30.145205479452056,0,Conor Coady,https://fbref.com/en/players/2928dca2/Conor-Coady,https://fbref.com/en/players/2928dca2/scout/365_m1/Conor-Coady-Scouting-Report,https://fbref.com/en/players/2928dca2/matchlogs/2022-2023/summary/Conor-Coady-Match-Logs,Defender
34,MF,20.980821917808218,0,Luke Cundle,https://fbref.com/en/players/cc3b8e78/Luke-Cundle,https://fbref.com/en/players/cc3b8e78/scout/365_m1/Luke-Cundle-Scouting-Report,https://fbref.com/en/players/cc3b8e78/matchlogs/2022-2023/summary/Luke-Cundle-Match-Logs,Central Midfielders
35,FW,18.153424657534245,0,Nathan Fraser,https://fbref.com/en/players/00b77ecf/Nathan-Fraser,https://fbref.com/en/players/00b77ecf/scout/365_m1/Nathan-Fraser-Scouting-Report,https://fbref.com/en/players/00b77ecf/matchlogs/2022-2023/summary/Nathan-Fraser-Match-Logs,Forwards
36,MF,19.572602739726026,0,Harvey Griffiths,https://fbref.com/en/players/6e4cb264/Harvey-Griffiths,https://fbref.com/en/players/6e4cb264/scout/365_m1/Harvey-Griffiths-Scouting-Report,https://fbref.com/en/players/6e4cb264/matchlogs/2022-2023/summary/Harvey-Griffiths-Match-Logs,Central Midfielders
37,DF,21.964383561643835,0,Yerson Mosquera,https://fbref.com/en/players/1e159d70/Yerson-Mosquera,https://fbref.com/en/players/1e159d70/scout/365_m1/Yerson-Mosquera-Scouting-Report,https://fbref.com/en/players/1e159d70/matchlogs/2022-2023/summary/Yerson-Mosquera-Match-Logs,Defender
